labels,files,cl2
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_364324.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_367226.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_370180.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_373132.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_375789.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_378427.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_381020.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_383220.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_385780.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_388721.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_391707.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_394679.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_397599.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_400497.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_403458.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_406478.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_409451.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_412514.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_415467.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_418384.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_421220.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_424164.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_427148.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_430089.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_432933.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_435825.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_438748.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_441611.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_444547.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_447461.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_450383.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_453231.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_456130.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_459071.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_462049.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_464991.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_467967.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_470860.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_473706.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_476272.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_478921.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_481662.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_484546.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_487280.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_490044.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_492794.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_495559.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_498348.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_501080.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_503726.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_506046.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_508699.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_510986.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_513694.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_516345.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_519006.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_521659.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_524326.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_527023.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_529680.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_532353.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_535037.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_537676.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_540254.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_542796.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_545266.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_547779.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_550538.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_553390.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_556148.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_558853.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_561524.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_564232.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_566975.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_569677.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_572226.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_574964.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_577545.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_580165.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_582812.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_585418.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_587962.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_590572.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_593274.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_595850.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_598303.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_600739.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_603122.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_605586.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_608101.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_610543.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_612952.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_615381.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_617791.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_620196.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_622726.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_625289.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_627855.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_630711.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_633467.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_636155.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_638757.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_641322.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_643908.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_646540.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_124_649146.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_125.png,R
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_2826.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_5680.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_8571.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_11402.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_14220.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_17166.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_19936.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_22761.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_25726.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_28650.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_31465.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_34261.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_37069.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_39807.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_42793.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_45627.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_48401.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_51205.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_53984.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_56585.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_59134.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_61796.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_64527.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_67231.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_70105.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_73011.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_75817.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_78596.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_81387.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_84210.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_86947.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_89773.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_92641.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_95403.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_98124.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_100877.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_103555.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_106210.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_108891.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_111683.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_114550.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_117372.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_120161.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_122924.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_125624.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_128288.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_131032.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_133850.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_136625.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_139413.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_142255.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_145070.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_147885.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_150587.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_153210.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_155856.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_158452.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_161128.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_163820.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_166512.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_169238.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_171981.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_174782.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_177601.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_180392.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_183145.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_185817.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_188712.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_191700.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_194598.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_197394.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_200155.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_202869.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_205640.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_208318.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_211081.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_213785.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_216491.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_219250.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_222063.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_224872.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_227607.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_230303.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_232978.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_235610.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_238375.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_241134.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_243929.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_246612.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_249372.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_252112.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_254454.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_257380.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_260173.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_263056.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_265765.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_268433.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_271048.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_273680.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_276463.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_279278.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_282185.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_285078.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_287864.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_290648.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_293288.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_295982.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_298715.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_301472.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_304275.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_307108.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_309928.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_312724.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_315497.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_318286.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_321102.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_323724.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_326529.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_329388.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_332280.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_335093.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_337913.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_340768.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_343652.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_346501.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_349414.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_352389.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_355353.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_358341.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_361217.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_364144.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_366972.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_369670.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_372493.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_375246.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_377989.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_380775.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_383474.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_386203.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_388959.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_391664.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_394353.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_397316.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_400073.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_402654.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_405279.png,R
R,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_R_212_407908.png,R
